student_id,name,gender,age,grade_level,parental_education,study_hours_per_week,attendance_rate,internet_access,extracurricular_activities,test_prep_course,sleep_hours,previous_score,math_score,science_score,english_score,final_score,passed,risk_level
STU14787,Aarav Patel,Female,15,Grade 11,High School,14.4,79.5,Yes,Yes,Not Completed,6.9,41.3,42.0,45.0,30.0,38.9,No,High
STU14788,Lavanya Bose,Female,17,Grade 11,Master's Degree,8.1,95.4,No,No,Completed,7.8,68.1,61.0,74.0,55.0,60.7,Yes,Medium
STU14789,Diya Shukla,Male,18,Grade 12,Bachelor's Degree,5.5,85.4,No,No,Not Completed,6.9,49.9,46.0,43.0,54.0,47.0,No,High
STU14790,Nisha Choudhary,Male,15,Grade 12,High School,8.5,91.2,No,No,Completed,7.3,46.1,46.0,38.0,37.0,43.1,No,High
STU14791,Mohit Deshmukh,Female,18,Grade 12,Bachelor's Degree,7.3,50.0,Yes,No,Completed,6.4,46.9,46.0,33.0,31.0,36.3,No,High
STU14792,Aarav Deshmukh,Female,16,Grade 12,Associate Degree,11.2,89.4,Yes,Yes,Completed,6.6,57.9,46.0,55.0,51.0,47.3,No,High
STU14793,Zara Patel,Female,15,Grade 12,High School,11.4,45.0,No,Yes,Not Completed,7.2,35.0,34.0,31.0,36.0,37.8,No,High
STU14794,Kavya Dutta,Female,15,Grade 10,High School,3.6,91.3,Yes,Yes,Not Completed,6.9,48.4,40.0,50.0,47.0,42.7,No,High
STU14795,Varun Malhotra,Male,17,Grade 10,Associate Degree,2.9,80.1,Yes,Yes,Completed,7.0,47.7,44.0,41.0,44.0,45.1,No,High
STU14796,Deepika Deshmukh,Male,15,Grade 10,Associate Degree,13.0,80.9,Yes,Yes,Not Completed,7.2,54.2,50.0,58.0,45.0,47.6,No,High
STU14797,Sanjay Menon,Female,19,Grade 10,Some College,3.6,67.5,Yes,Yes,Completed,5.7,41.8,38.0,34.0,44.0,36.8,No,High
STU14798,Gaurav Chatterjee,Male,19,Grade 10,Some College,4.8,94.6,No,No,Not Completed,7.1,42.5,48.0,42.0,40.0,53.4,Yes,High
STU14799,Kartik Krishnan,Female,17,Grade 11,Some College,16.5,69.5,Yes,No,Not Completed,6.3,56.0,62.0,56.0,56.0,60.0,Yes,Medium
STU14800,Ananya Malhotra,Male,16,Grade 12,Bachelor's Degree,5.4,91.4,Yes,Yes,Not Completed,7.9,67.0,58.0,69.0,54.0,64.8,Yes,Medium
STU14801,Lavanya Agarwal,Male,15,Grade 11,High School,7.2,89.0,No,Yes,Not Completed,6.9,42.0,25.0,40.0,35.0,32.0,No,High
STU14802,Gaurav Chatterjee,Male,16,Grade 11,Some College,16.5,83.1,Yes,Yes,Not Completed,7.5,51.7,47.0,50.0,48.0,41.8,No,High
STU14803,Zara Malhotra,Male,15,Grade 10,Master's Degree,12.4,91.6,Yes,Yes,Completed,7.2,65.4,61.0,64.0,67.0,62.4,Yes,Medium
STU14804,Gaurav Pandey,Male,19,Grade 10,Associate Degree,2.0,84.6,Yes,No,Not Completed,8.6,51.4,51.0,44.0,45.0,48.5,No,High
STU14805,Nisha Pandey,Female,19,Grade 10,High School,8.7,82.9,Yes,Yes,Not Completed,5.8,44.4,41.0,45.0,44.0,45.9,No,High
STU14806,Preeti Sharma,Male,19,Grade 11,Bachelor's Degree,5.1,85.4,Yes,Yes,Completed,6.8,68.1,63.0,70.0,60.0,61.9,Yes,Medium
STU14807,Tara Joshi,Male,17,Grade 11,Some College,6.4,62.5,Yes,Yes,Not Completed,6.0,35.0,51.0,31.0,30.0,37.7,No,High
STU14808,Mohit Iyer,Female,17,Grade 11,Associate Degree,9.8,71.2,Yes,No,Completed,5.5,56.5,49.0,40.0,59.0,51.1,Yes,High
STU14809,Siddharth Iyer,Male,19,Grade 10,Bachelor's Degree,5.4,80.6,Yes,No,Not Completed,6.6,47.9,47.0,43.0,43.0,52.9,Yes,High
STU14810,Nikhil Pandey,Female,15,Grade 11,High School,11.0,79.8,Yes,Yes,Not Completed,8.8,54.6,64.0,46.0,52.0,56.1,Yes,Medium
STU14811,Aryan Iyer,Male,19,Grade 10,Some College,6.6,79.9,Yes,No,Not Completed,5.9,52.4,46.0,50.0,45.0,48.1,No,High
STU14812,Mohit Malhotra,Female,18,Grade 11,Associate Degree,11.7,77.4,Yes,No,Completed,7.0,63.9,55.0,54.0,62.0,56.6,Yes,Medium
STU14813,Riya Pillai,Female,16,Grade 12,Bachelor's Degree,3.8,79.1,Yes,No,Not Completed,8.3,44.6,42.0,43.0,47.0,49.8,No,High
STU14814,Suresh Bhatt,Male,18,Grade 10,Master's Degree,6.9,67.5,Yes,No,Not Completed,6.7,42.4,47.0,35.0,51.0,42.1,No,High
STU14815,Tanvi Iyer,Male,16,Grade 12,Some College,5.6,79.4,Yes,Yes,Not Completed,6.6,38.7,34.0,43.0,30.0,36.6,No,High
STU14816,Sneha Jain,Male,17,Grade 10,Associate Degree,8.9,80.5,No,No,Not Completed,7.0,40.6,41.0,32.0,33.0,32.2,No,High
STU14817,Preeti Bhatt,Female,15,Grade 10,Master's Degree,7.3,82.3,Yes,Yes,Not Completed,10.0,42.0,30.0,42.0,34.0,43.0,No,High
STU14818,Ritu Pillai,Male,16,Grade 11,Some College,7.0,62.4,Yes,No,Completed,8.5,42.2,43.0,42.0,39.0,46.5,No,High
STU14819,Varun Mishra,Male,17,Grade 10,Some College,6.9,77.9,Yes,Yes,Not Completed,5.8,50.4,42.0,31.0,49.0,42.2,No,High
STU14820,Aisha Krishnan,Female,16,Grade 12,Bachelor's Degree,8.6,79.2,Yes,No,Not Completed,5.5,56.9,60.0,64.0,67.0,59.9,Yes,Medium
STU14821,Neha Dubey,Female,16,Grade 11,Some College,15.1,81.4,Yes,Yes,Completed,7.8,53.7,49.0,65.0,50.0,49.6,No,High
STU14822,Nisha Sharma,Male,16,Grade 11,Some College,6.4,73.2,Yes,Yes,Not Completed,8.4,35.0,41.0,35.0,38.0,35.3,No,High
STU14823,Manav Agarwal,Male,16,Grade 12,Master's Degree,5.2,81.4,Yes,Yes,Not Completed,5.7,53.8,53.0,49.0,51.0,52.0,Yes,High
STU14824,Arjun Tiwari,Male,17,Grade 11,High School,8.7,79.4,Yes,Yes,Not Completed,6.7,35.0,31.0,39.0,28.0,25.0,No,High
STU14825,Meera Chatterjee,Female,19,Grade 11,Associate Degree,10.7,57.7,Yes,No,Not Completed,7.8,44.5,43.0,52.0,36.0,36.6,No,High
STU14826,Nisha Patel,Male,19,Grade 10,Bachelor's Degree,14.9,72.6,Yes,Yes,Completed,8.0,68.0,69.0,68.0,70.0,65.6,Yes,Medium
STU14827,Manav Ghosh,Male,17,Grade 12,High School,16.0,88.1,Yes,Yes,Not Completed,6.6,48.9,47.0,49.0,41.0,46.4,No,High
STU14828,Mohit Sen,Female,19,Grade 10,Associate Degree,2.1,76.0,Yes,Yes,Completed,6.5,59.7,56.0,55.0,59.0,62.5,Yes,Medium
STU14829,Riya Chopra,Male,19,Grade 12,Bachelor's Degree,4.8,67.4,Yes,Yes,Not Completed,7.2,35.0,34.0,35.0,28.0,35.3,No,High
STU14830,Lavanya Dhawan,Male,17,Grade 10,High School,4.1,77.4,Yes,Yes,Not Completed,6.1,45.5,35.0,35.0,45.0,38.3,No,High
STU14831,Preeti Iyer,Male,19,Grade 12,Bachelor's Degree,2.5,96.8,Yes,Yes,Not Completed,5.7,56.2,44.0,46.0,60.0,48.3,No,High
STU14832,Lavanya Malhotra,Male,15,Grade 11,Master's Degree,7.7,99.2,Yes,Yes,Not Completed,7.9,66.1,66.0,56.0,59.0,62.0,Yes,Medium
STU14833,Simran Banerjee,Female,18,Grade 12,Associate Degree,8.2,89.8,Yes,Yes,Not Completed,7.5,60.9,62.0,69.0,61.0,70.6,Yes,Medium
STU14834,Neha Krishnan,Female,18,Grade 11,High School,13.8,90.1,No,Yes,Completed,6.0,62.0,66.0,65.0,68.0,68.2,Yes,Medium
STU14835,Sanjay Gupta,Female,17,Grade 10,Master's Degree,3.8,55.3,Yes,Yes,Not Completed,7.6,35.2,30.0,25.0,40.0,27.4,No,High
STU14836,Kritika Chopra,Female,19,Grade 11,Some College,12.2,80.7,Yes,No,Completed,5.5,57.1,53.0,50.0,55.0,54.0,Yes,High
STU14837,Nisha Shukla,Male,18,Grade 12,High School,16.1,76.2,Yes,No,Not Completed,5.7,43.3,46.0,45.0,40.0,44.0,No,High
STU14838,Anjali Pandey,Female,16,Grade 10,High School,6.2,75.3,Yes,Yes,Completed,6.3,52.3,49.0,44.0,40.0,44.9,No,High
STU14839,Zara Saxena,Male,18,Grade 10,Some College,11.2,84.7,Yes,Yes,Not Completed,4.9,44.4,35.0,53.0,47.0,45.5,No,High
STU14840,Rahul Nair,Female,15,Grade 12,Bachelor's Degree,9.0,76.7,Yes,No,Completed,8.8,53.2,48.0,39.0,51.0,51.2,Yes,High
STU14841,Aarav Roy,Female,17,Grade 10,High School,4.1,87.6,Yes,Yes,Not Completed,6.1,37.7,32.0,25.0,36.0,28.5,No,High
STU14842,Kartik Bhatt,Female,16,Grade 12,High School,4.6,93.8,No,Yes,Completed,6.5,48.4,52.0,43.0,47.0,48.7,No,High
STU14843,Kabir Sheikh,Female,17,Grade 11,High School,6.9,52.9,No,No,Completed,7.7,35.0,25.0,35.0,29.0,27.1,No,High
STU14844,Ishaan Gupta,Male,15,Grade 12,Associate Degree,2.8,83.6,Yes,Yes,Not Completed,7.5,50.5,52.0,62.0,48.0,55.3,Yes,Medium
STU14845,Ishaan Choudhary,Female,19,Grade 10,Bachelor's Degree,6.8,61.4,Yes,Yes,Completed,5.3,43.3,42.0,47.0,43.0,37.1,No,High
STU14846,Sanjay Pandey,Male,18,Grade 10,Some College,9.2,78.9,Yes,No,Completed,7.9,48.5,53.0,34.0,49.0,53.5,Yes,High
STU14847,Aarav Dhawan,Male,15,Grade 10,Some College,7.8,49.6,Yes,Yes,Not Completed,6.1,35.0,25.0,25.0,39.0,33.1,No,High
STU14848,Ananya Ghosh,Male,15,Grade 12,Some College,10.5,68.9,Yes,Yes,Not Completed,6.1,39.2,49.0,35.0,36.0,36.6,No,High
STU14849,Nisha Mehta,Male,17,Grade 10,Associate Degree,7.5,88.0,Yes,No,Not Completed,7.0,43.7,49.0,44.0,39.0,46.8,No,High
STU14850,Neha Reddy,Female,19,Grade 11,Bachelor's Degree,12.0,75.1,Yes,Yes,Completed,8.5,58.4,55.0,57.0,67.0,62.1,Yes,Medium
STU14851,Preeti Roy,Male,15,Grade 12,Associate Degree,16.1,57.3,Yes,Yes,Completed,9.0,50.8,45.0,47.0,47.0,38.1,No,High
STU14852,Diya Verma,Male,19,Grade 11,Some College,8.5,68.8,Yes,No,Completed,5.9,40.3,43.0,33.0,44.0,41.6,No,High
STU14853,Priya Dutta,Male,16,Grade 12,Bachelor's Degree,4.2,57.9,Yes,Yes,Not Completed,6.1,35.0,39.0,35.0,32.0,31.2,No,High
STU14854,Siddharth Tiwari,Male,16,Grade 10,Master's Degree,9.7,59.3,Yes,Yes,Completed,5.7,53.8,44.0,49.0,54.0,47.7,No,High
STU14855,Riya Khan,Female,18,Grade 11,Bachelor's Degree,9.8,68.9,Yes,Yes,Not Completed,10.0,46.6,42.0,38.0,43.0,39.2,No,High
STU14856,Diya Kapoor,Male,15,Grade 11,Bachelor's Degree,5.0,74.6,Yes,No,Not Completed,5.8,38.3,39.0,35.0,28.0,38.8,No,High
STU14857,Gaurav Agarwal,Female,18,Grade 10,Associate Degree,9.6,87.2,Yes,No,Completed,4.5,58.1,58.0,58.0,47.0,54.2,Yes,High
STU14858,Arjun Dubey,Female,15,Grade 10,Master's Degree,6.9,82.8,Yes,Yes,Not Completed,6.2,50.6,53.0,56.0,49.0,56.2,Yes,Medium
STU14859,Pooja Jain,Male,15,Grade 12,Some College,4.2,98.6,Yes,Yes,Not Completed,5.9,46.9,41.0,52.0,41.0,49.8,No,High
STU14860,Siddharth Agarwal,Female,18,Grade 10,Associate Degree,8.2,94.4,No,Yes,Not Completed,6.1,60.8,62.0,56.0,64.0,65.6,Yes,Medium
STU14861,Diya Dubey,Male,18,Grade 12,Master's Degree,4.8,90.2,Yes,Yes,Not Completed,6.0,42.5,37.0,39.0,46.0,41.9,No,High
STU14862,Deepika Mehta,Female,16,Grade 10,Some College,9.7,84.3,Yes,No,Not Completed,7.2,45.4,55.0,62.0,43.0,55.4,Yes,Medium
STU14863,Rohan Sen,Male,16,Grade 11,Associate Degree,13.1,58.6,Yes,No,Not Completed,8.4,44.7,45.0,40.0,43.0,44.7,No,High
STU14864,Manav Malhotra,Female,19,Grade 11,Master's Degree,19.0,77.8,Yes,No,Completed,7.9,84.5,80.0,85.0,81.0,77.4,Yes,Low
STU14865,Aditya Bhatt,Female,15,Grade 11,Bachelor's Degree,10.0,93.1,No,Yes,Completed,6.2,61.4,57.0,50.0,55.0,57.0,Yes,Medium
STU14866,Lavanya Das,Male,15,Grade 10,High School,7.2,97.9,Yes,Yes,Not Completed,5.6,48.7,54.0,39.0,53.0,45.4,No,High
STU14867,Arjun Ghosh,Female,16,Grade 11,Some College,11.9,79.2,Yes,Yes,Completed,6.7,55.5,46.0,44.0,45.0,45.3,No,High
STU14868,Akash Sharma,Female,18,Grade 10,Associate Degree,2.8,92.8,Yes,Yes,Not Completed,5.5,56.0,56.0,44.0,48.0,55.1,Yes,Medium
STU14869,Ritu Pillai,Female,16,Grade 10,High School,3.9,83.5,Yes,Yes,Not Completed,8.7,37.5,36.0,25.0,34.0,32.3,No,High
STU14870,Deepika Srivastava,Female,16,Grade 10,Bachelor's Degree,8.4,85.1,Yes,Yes,Not Completed,6.5,51.0,56.0,40.0,50.0,54.0,Yes,High
STU14871,Arjun Agarwal,Male,19,Grade 10,Some College,8.3,83.9,Yes,No,Not Completed,4.8,47.4,45.0,41.0,51.0,47.2,No,High
STU14872,Anjali Chopra,Male,15,Grade 12,High School,6.4,91.5,Yes,Yes,Not Completed,7.3,40.5,42.0,36.0,50.0,51.4,Yes,High
STU14873,Siddharth Ghosh,Female,16,Grade 10,Some College,6.6,70.4,Yes,Yes,Not Completed,8.5,38.9,35.0,38.0,38.0,38.8,No,High
STU14874,Priya Tiwari,Male,17,Grade 12,Some College,8.4,57.9,Yes,Yes,Not Completed,7.9,47.9,34.0,57.0,44.0,45.1,No,High
STU14875,Manav Krishnan,Male,15,Grade 12,High School,11.3,66.6,Yes,Yes,Not Completed,6.8,39.1,41.0,37.0,34.0,36.0,No,High
STU14876,Ishaan Shukla,Female,18,Grade 10,Some College,24.5,71.8,No,Yes,Not Completed,8.3,58.9,64.0,69.0,61.0,67.9,Yes,Medium
STU14877,Lavanya Tiwari,Male,16,Grade 11,Associate Degree,8.5,85.4,Yes,No,Not Completed,9.1,42.6,40.0,30.0,41.0,43.2,No,High
STU14878,Ananya Verma,Female,17,Grade 11,High School,13.0,88.5,Yes,Yes,Not Completed,4.5,58.7,52.0,62.0,60.0,53.5,Yes,High
STU14879,Kabir Kapoor,Male,16,Grade 10,Some College,3.2,51.4,Yes,Yes,Completed,7.8,38.5,41.0,40.0,28.0,38.7,No,High
STU14880,Deepika Sheikh,Female,16,Grade 11,High School,22.1,84.3,Yes,No,Completed,9.0,58.5,56.0,58.0,54.0,56.0,Yes,Medium
STU14881,Riya Agarwal,Male,15,Grade 10,High School,9.6,83.9,Yes,No,Completed,5.5,49.0,53.0,47.0,48.0,46.5,No,High
STU14882,Sanjay Patel,Male,17,Grade 12,Some College,14.3,95.9,Yes,No,Not Completed,4.0,52.4,53.0,57.0,53.0,64.2,Yes,Medium
STU14883,Harsh Das,Female,18,Grade 12,Bachelor's Degree,9.5,81.5,Yes,No,Not Completed,7.6,50.7,36.0,49.0,54.0,47.9,No,High
STU14884,Priya Agarwal,Female,18,Grade 12,Some College,3.8,90.6,Yes,No,Not Completed,6.0,47.4,30.0,38.0,44.0,47.1,No,High
STU14885,Abhinav Pandey,Male,15,Grade 10,Some College,10.8,82.5,Yes,Yes,Not Completed,7.6,45.4,41.0,38.0,50.0,49.0,No,High
STU14886,Kabir Das,Male,15,Grade 12,Associate Degree,3.2,85.5,Yes,No,Completed,8.8,51.7,54.0,61.0,47.0,52.8,Yes,High
STU14887,Lavanya Sen,Male,19,Grade 10,Some College,8.9,96.4,Yes,Yes,Completed,7.7,64.2,52.0,61.0,55.0,56.8,Yes,Medium
STU14888,Swati Malhotra,Male,17,Grade 12,Bachelor's Degree,2.0,88.5,Yes,No,Not Completed,7.1,44.8,52.0,39.0,46.0,56.2,Yes,Medium
STU14889,Nikhil Dutta,Male,15,Grade 11,High School,2.7,73.2,Yes,Yes,Not Completed,7.2,35.4,34.0,45.0,31.0,31.7,No,High
STU14890,Rohan Malhotra,Female,15,Grade 12,High School,11.0,77.9,No,No,Not Completed,8.7,37.1,31.0,36.0,44.0,36.4,No,High
STU14891,Mohit Krishnan,Male,19,Grade 12,Associate Degree,12.5,75.4,Yes,No,Not Completed,6.2,52.1,61.0,49.0,54.0,59.2,Yes,Medium
STU14892,Sneha Mehta,Male,19,Grade 11,Bachelor's Degree,19.4,45.0,No,No,Completed,6.6,53.9,51.0,47.0,48.0,42.1,No,High
STU14893,Gaurav Saxena,Male,17,Grade 11,Some College,10.0,69.1,Yes,No,Not Completed,6.5,42.4,43.0,41.0,39.0,34.9,No,High
STU14894,Neha Menon,Male,16,Grade 10,Bachelor's Degree,8.9,84.2,No,Yes,Not Completed,9.1,46.3,48.0,42.0,39.0,50.9,Yes,High
STU14895,Lavanya Jain,Female,15,Grade 12,High School,9.8,91.1,Yes,No,Not Completed,7.6,45.4,49.0,50.0,40.0,55.2,Yes,Medium
STU14896,Bhavna Dhawan,Male,18,Grade 11,Associate Degree,8.0,82.4,Yes,Yes,Completed,7.2,72.8,73.0,66.0,74.0,68.3,Yes,Medium
STU14897,Priya Chopra,Female,18,Grade 12,High School,8.0,69.9,No,No,Completed,5.6,48.8,44.0,56.0,40.0,48.4,No,High
STU14898,Neha Joshi,Female,19,Grade 10,Bachelor's Degree,22.6,74.2,No,Yes,Not Completed,7.5,59.9,53.0,58.0,58.0,63.3,Yes,Medium
STU14899,Shreya Saxena,Female,15,Grade 11,High School,5.0,45.0,Yes,No,Completed,7.5,35.0,34.0,36.0,37.0,33.2,No,High
STU14900,Pooja Gupta,Female,18,Grade 12,Some College,8.5,94.1,Yes,Yes,Not Completed,6.0,47.2,45.0,66.0,45.0,56.1,Yes,Medium
STU14901,Anjali Chatterjee,Female,18,Grade 12,Bachelor's Degree,4.3,73.7,No,Yes,Completed,7.0,53.2,50.0,46.0,37.0,45.9,No,High
STU14902,Sanjay Malhotra,Female,17,Grade 10,Some College,6.6,86.9,Yes,Yes,Not Completed,7.2,35.0,35.0,42.0,48.0,43.1,No,High
STU14903,Simran Dubey,Male,19,Grade 11,Associate Degree,6.8,63.8,Yes,Yes,Not Completed,6.4,35.0,39.0,46.0,29.0,45.7,No,High
STU14904,Simran Srivastava,Female,19,Grade 10,Bachelor's Degree,11.0,90.8,Yes,Yes,Completed,6.6,59.8,59.0,54.0,65.0,54.6,Yes,High
STU14905,Meera Choudhary,Male,17,Grade 11,Some College,10.4,99.4,Yes,Yes,Not Completed,6.9,56.2,62.0,58.0,47.0,56.5,Yes,Medium
STU14906,Tara Kapoor,Female,15,Grade 10,Some College,9.8,72.2,Yes,Yes,Not Completed,7.6,41.2,36.0,39.0,28.0,37.9,No,High
STU14907,Vikram Mehta,Female,18,Grade 12,High School,6.5,89.5,Yes,Yes,Not Completed,6.0,41.6,45.0,33.0,46.0,54.6,Yes,High
STU14908,Anjali Verma,Female,17,Grade 11,Associate Degree,2.0,77.5,Yes,No,Not Completed,7.4,35.2,25.0,25.0,39.0,28.1,No,High
STU14909,Aarav Agarwal,Female,15,Grade 10,Some College,2.9,89.5,Yes,No,Not Completed,6.8,36.9,40.0,30.0,31.0,39.7,No,High
STU14910,Priya Patel,Male,16,Grade 11,Master's Degree,7.2,94.2,No,Yes,Not Completed,7.9,52.7,52.0,59.0,54.0,61.1,Yes,Medium
STU14911,Anjali Sheikh,Male,16,Grade 12,Master's Degree,9.8,75.6,Yes,Yes,Completed,6.6,67.4,69.0,61.0,60.0,63.3,Yes,Medium
STU14912,Meera Roy,Female,15,Grade 12,Some College,4.5,97.6,Yes,Yes,Not Completed,7.1,46.9,37.0,44.0,52.0,46.0,No,High
STU14913,Bhavna Bose,Female,15,Grade 11,High School,5.4,86.1,Yes,Yes,Not Completed,7.3,35.0,25.0,35.0,32.0,38.7,No,High
STU14914,Meera Sheikh,Female,15,Grade 12,Associate Degree,6.0,90.6,Yes,No,Not Completed,6.6,45.3,45.0,58.0,45.0,47.0,No,High
STU14915,Sneha Jain,Female,16,Grade 10,Bachelor's Degree,4.7,96.2,Yes,Yes,Not Completed,8.5,51.7,37.0,34.0,59.0,41.8,No,High
STU14916,Swati Ghosh,Female,18,Grade 12,Associate Degree,3.6,77.6,Yes,Yes,Completed,6.0,50.1,51.0,43.0,47.0,47.5,No,High
STU14917,Kritika Dubey,Male,19,Grade 10,Associate Degree,9.3,70.8,Yes,Yes,Not Completed,6.2,39.9,34.0,38.0,38.0,38.6,No,High
STU14918,Siddharth Sharma,Male,17,Grade 12,Bachelor's Degree,6.7,84.0,Yes,Yes,Completed,6.4,51.2,47.0,57.0,47.0,53.1,Yes,High
STU14919,Sneha Shukla,Male,18,Grade 11,Bachelor's Degree,2.0,81.2,Yes,No,Not Completed,7.1,55.7,50.0,43.0,44.0,48.2,No,High
STU14920,Siddharth Iyer,Female,15,Grade 10,High School,5.4,86.0,No,Yes,Completed,9.7,38.7,28.0,44.0,32.0,40.4,No,High
STU14921,Suresh Dutta,Male,16,Grade 10,Some College,5.9,59.3,Yes,Yes,Not Completed,7.6,38.5,34.0,30.0,39.0,33.3,No,High
STU14922,Tara Krishnan,Female,16,Grade 11,Some College,4.8,97.0,Yes,Yes,Not Completed,7.9,48.3,31.0,58.0,45.0,39.1,No,High
STU14923,Sneha Nair,Female,17,Grade 10,High School,6.2,66.7,Yes,No,Completed,7.8,39.8,42.0,43.0,41.0,44.4,No,High
STU14924,Mohit Sen,Male,17,Grade 11,Bachelor's Degree,6.0,54.8,Yes,Yes,Not Completed,8.0,39.2,33.0,35.0,33.0,26.0,No,High
STU14925,Kartik Verma,Male,16,Grade 10,High School,9.8,89.4,No,No,Completed,5.8,45.7,40.0,39.0,46.0,46.3,No,High
STU14926,Aditya Tiwari,Female,15,Grade 11,High School,11.0,80.4,Yes,No,Completed,6.0,52.4,42.0,59.0,51.0,48.7,No,High
STU14927,Nisha Deshmukh,Female,17,Grade 11,Master's Degree,9.8,86.8,Yes,Yes,Not Completed,5.9,62.6,52.0,60.0,69.0,59.7,Yes,Medium
STU14928,Manav Patel,Male,17,Grade 11,Associate Degree,4.0,77.2,Yes,Yes,Not Completed,7.2,38.1,36.0,41.0,28.0,39.2,No,High
STU14929,Akash Sen,Male,17,Grade 12,Bachelor's Degree,7.2,96.8,No,No,Completed,6.7,60.6,68.0,62.0,66.0,66.3,Yes,Medium
STU14930,Preeti Dhawan,Male,18,Grade 11,High School,2.0,85.4,No,No,Completed,9.0,40.7,34.0,46.0,33.0,40.6,No,High
STU14931,Diya Singh,Female,15,Grade 12,Bachelor's Degree,5.7,83.0,No,Yes,Not Completed,6.4,38.5,33.0,37.0,37.0,38.5,No,High
STU14932,Kabir Dhawan,Female,16,Grade 12,Master's Degree,4.3,78.1,No,Yes,Not Completed,6.4,47.3,45.0,47.0,46.0,51.0,Yes,High
STU14933,Varun Joshi,Female,16,Grade 12,Some College,13.0,82.1,Yes,Yes,Not Completed,6.6,53.7,52.0,53.0,61.0,58.0,Yes,Medium
STU14934,Dev Chopra,Male,19,Grade 11,Bachelor's Degree,12.4,78.5,Yes,Yes,Completed,7.9,73.1,67.0,67.0,63.0,67.9,Yes,Medium
STU14935,Aarav Verma,Male,16,Grade 10,Associate Degree,15.6,95.1,Yes,No,Not Completed,7.9,63.9,58.0,63.0,58.0,60.6,Yes,Medium
STU14936,Bhavna Pandey,Female,18,Grade 11,Associate Degree,9.9,89.7,Yes,Yes,Completed,7.9,68.1,65.0,67.0,68.0,63.6,Yes,Medium
STU14937,Gaurav Deshmukh,Female,18,Grade 10,High School,8.7,59.8,Yes,Yes,Not Completed,6.9,35.0,35.0,26.0,32.0,32.9,No,High
STU14938,Nikhil Banerjee,Male,17,Grade 10,Associate Degree,7.0,91.5,Yes,No,Not Completed,7.0,48.7,44.0,53.0,54.0,47.6,No,High
STU14939,Dev Pandey,Male,15,Grade 10,Bachelor's Degree,3.4,78.4,Yes,Yes,Completed,6.3,52.9,49.0,52.0,45.0,51.6,Yes,High
STU14940,Aryan Joshi,Female,19,Grade 10,Associate Degree,18.0,82.3,No,Yes,Not Completed,7.7,60.2,52.0,46.0,57.0,51.0,Yes,High
STU14941,Neha Malhotra,Male,15,Grade 12,Bachelor's Degree,11.0,71.2,Yes,Yes,Not Completed,8.5,42.0,35.0,39.0,47.0,38.2,No,High
STU14942,Meera Bhatt,Female,16,Grade 12,Some College,4.4,79.4,Yes,Yes,Not Completed,6.5,35.0,30.0,28.0,29.0,30.9,No,High
STU14943,Karan Pandey,Female,17,Grade 12,Some College,5.5,80.5,Yes,No,Completed,6.7,45.5,40.0,52.0,41.0,50.7,Yes,High
STU14944,Zara Krishnan,Female,15,Grade 11,High School,13.1,81.2,Yes,Yes,Not Completed,6.0,41.0,48.0,37.0,39.0,47.2,No,High
STU14945,Suresh Kapoor,Female,15,Grade 11,Some College,4.8,62.8,Yes,Yes,Not Completed,6.2,35.0,34.0,28.0,28.0,31.5,No,High
STU14946,Tara Bhatt,Female,15,Grade 10,Bachelor's Degree,7.7,70.6,No,No,Not Completed,7.8,42.8,36.0,42.0,43.0,42.3,No,High
STU14947,Kabir Shukla,Female,19,Grade 10,Bachelor's Degree,23.6,70.9,Yes,No,Not Completed,8.3,65.4,55.0,54.0,67.0,60.9,Yes,Medium
STU14948,Lavanya Joshi,Female,15,Grade 12,Some College,7.7,70.9,Yes,No,Completed,7.9,51.4,51.0,50.0,58.0,51.0,Yes,High
STU14949,Anjali Kapoor,Female,16,Grade 12,Associate Degree,8.2,75.5,Yes,Yes,Not Completed,8.0,54.1,45.0,50.0,61.0,52.3,Yes,High
STU14950,Anjali Menon,Female,17,Grade 10,Associate Degree,5.6,88.3,Yes,No,Not Completed,7.7,43.5,45.0,54.0,30.0,48.3,No,High
STU14951,Kabir Patel,Male,19,Grade 12,Associate Degree,12.5,75.2,Yes,Yes,Not Completed,6.1,54.3,49.0,56.0,54.0,43.2,No,High
STU14952,Aisha Sharma,Male,18,Grade 11,High School,8.4,76.9,Yes,Yes,Completed,7.6,57.4,51.0,55.0,59.0,54.1,Yes,High
STU14953,Karan Choudhary,Male,17,Grade 11,Master's Degree,16.0,86.8,Yes,Yes,Not Completed,7.6,66.4,56.0,56.0,72.0,62.7,Yes,Medium
STU14954,Sanjay Gupta,Male,16,Grade 10,Bachelor's Degree,10.1,78.5,Yes,No,Not Completed,6.2,55.7,55.0,66.0,48.0,58.0,Yes,Medium
STU14955,Harsh Bhatt,Female,17,Grade 11,Some College,10.9,85.5,Yes,No,Completed,4.9,55.8,61.0,56.0,47.0,60.3,Yes,Medium
STU14956,Priya Nair,Female,17,Grade 10,Associate Degree,11.4,93.0,Yes,Yes,Not Completed,7.1,71.3,61.0,67.0,71.0,64.4,Yes,Medium
STU14957,Aarav Khan,Male,16,Grade 12,High School,5.8,93.0,Yes,Yes,Completed,6.1,56.9,66.0,56.0,53.0,59.1,Yes,Medium
STU14958,Pooja Ghosh,Female,17,Grade 10,Associate Degree,8.6,95.6,Yes,Yes,Not Completed,4.0,56.5,59.0,51.0,49.0,54.6,Yes,High
