student_id,name,gender,age,grade_level,parental_education,study_hours_per_week,attendance_rate,internet_access,extracurricular_activities,test_prep_course,sleep_hours,previous_score,math_score,science_score,english_score,final_score,passed,risk_level,stem_average,overall_subject_avg,study_attendance_index,score_delta
STU16530,Zara Tiwari,Female,16,Grade 11,Some College,4.0,87.2,Yes,Yes,Not Completed,6.1,35.0,54.0,42.0,43.0,50.5,Yes,High,48.0,46.3,3.49,15.5
STU16531,Simran Ghosh,Male,15,Grade 11,Some College,6.1,94.1,No,No,Not Completed,6.4,43.5,41.0,38.0,44.0,46.6,No,High,39.5,41.0,5.74,3.1
STU16532,Varun Rao,Male,18,Grade 10,High School,8.6,78.8,Yes,No,Not Completed,8.1,54.0,44.0,50.0,58.0,55.8,Yes,Medium,47.0,50.7,6.78,1.8
STU16533,Ritu Deshmukh,Female,16,Grade 10,Bachelor's Degree,6.0,94.3,Yes,No,Not Completed,7.5,57.7,50.0,59.0,58.0,54.0,Yes,High,54.5,55.7,5.66,-3.7
STU16534,Varun Khan,Male,17,Grade 12,Bachelor's Degree,12.7,87.6,Yes,Yes,Not Completed,5.7,47.6,35.0,44.0,47.0,45.8,No,High,39.5,42.0,11.13,-1.8
STU16535,Priya Dutta,Male,18,Grade 12,Bachelor's Degree,4.9,74.6,Yes,Yes,Completed,6.6,43.3,25.0,37.0,43.0,31.7,No,High,31.0,35.0,3.66,-11.6
STU16536,Suresh Mishra,Male,17,Grade 12,Bachelor's Degree,11.0,76.1,Yes,No,Not Completed,5.7,49.7,50.0,48.0,58.0,50.1,Yes,High,49.0,52.0,8.37,0.4
STU16537,Arjun Bhatt,Male,15,Grade 10,Master's Degree,3.0,91.5,Yes,No,Completed,7.2,62.8,55.0,50.0,58.0,60.6,Yes,Medium,52.5,54.3,2.74,-2.2
STU16538,Bhavna Tiwari,Female,16,Grade 11,Associate Degree,18.4,66.7,No,No,Completed,8.4,54.2,54.0,47.0,45.0,46.6,No,High,50.5,48.7,12.27,-7.6
STU16539,Ishaan Iyer,Female,17,Grade 11,Associate Degree,9.2,80.4,Yes,Yes,Completed,6.1,66.5,69.0,75.0,66.0,64.1,Yes,Medium,72.0,70.0,7.4,-2.4
STU16540,Aarav Mishra,Female,18,Grade 10,Master's Degree,2.7,87.2,Yes,No,Not Completed,7.7,53.7,48.0,45.0,52.0,46.3,No,High,46.5,48.3,2.35,-7.4
STU16541,Rahul Sheikh,Male,15,Grade 11,Bachelor's Degree,11.5,45.0,No,Yes,Not Completed,8.0,35.3,46.0,35.0,42.0,38.9,No,High,40.5,41.0,5.18,3.6
STU16542,Sanjay Ghosh,Male,16,Grade 11,Associate Degree,8.5,94.3,Yes,No,Not Completed,6.6,56.2,46.0,54.0,51.0,49.4,No,High,50.0,50.3,8.02,-6.8
STU16543,Meera Shukla,Male,17,Grade 12,Associate Degree,12.3,77.3,Yes,No,Not Completed,6.7,57.6,70.0,60.0,53.0,57.1,Yes,Medium,65.0,61.0,9.51,-0.5
STU16544,Tanvi Gupta,Female,18,Grade 11,Bachelor's Degree,8.5,88.9,Yes,Yes,Not Completed,6.9,51.9,48.0,40.0,46.0,51.3,Yes,High,44.0,44.7,7.56,-0.6
STU16545,Aisha Sheikh,Female,15,Grade 11,Bachelor's Degree,6.8,81.0,Yes,Yes,Not Completed,6.6,44.3,40.0,39.0,32.0,40.3,No,High,39.5,37.0,5.51,-4.0
STU16546,Priya Banerjee,Male,15,Grade 10,Bachelor's Degree,2.0,93.3,Yes,Yes,Not Completed,6.0,46.5,49.0,58.0,34.0,49.4,No,High,53.5,47.0,1.87,2.9
STU16547,Vikram Pillai,Male,19,Grade 12,High School,5.8,77.5,Yes,No,Not Completed,5.9,37.3,25.0,45.0,44.0,33.9,No,High,35.0,38.0,4.5,-3.4
STU16548,Priya Gupta,Female,18,Grade 12,Associate Degree,10.5,85.2,Yes,No,Completed,5.4,52.7,49.0,55.0,50.0,52.8,Yes,High,52.0,51.3,8.95,0.1
STU16549,Rohan Jain,Male,19,Grade 12,Bachelor's Degree,13.9,73.2,Yes,Yes,Completed,6.5,55.8,59.0,43.0,50.0,47.9,No,High,51.0,50.7,10.17,-7.9
STU16550,Simran Bose,Female,18,Grade 12,Bachelor's Degree,18.7,86.6,No,Yes,Completed,8.0,62.0,55.0,63.0,59.0,53.6,Yes,High,59.0,59.0,16.19,-8.4
STU16551,Tara Sen,Female,19,Grade 11,Associate Degree,16.0,84.3,No,Yes,Not Completed,7.5,50.1,64.0,50.0,47.0,58.4,Yes,Medium,57.0,53.7,13.49,8.3
STU16552,Karan Nair,Male,16,Grade 10,High School,4.1,67.3,No,No,Not Completed,7.1,35.0,29.0,38.0,41.0,32.1,No,High,33.5,36.0,2.76,-2.9
STU16553,Anjali Khan,Female,19,Grade 12,Associate Degree,8.7,63.2,Yes,Yes,Not Completed,5.4,46.9,41.0,55.0,44.0,35.1,No,High,48.0,46.7,5.5,-11.8
STU16554,Tara Srivastava,Male,16,Grade 11,Bachelor's Degree,5.5,94.7,Yes,Yes,Completed,7.9,53.6,45.0,47.0,57.0,59.6,Yes,Medium,46.0,49.7,5.21,6.0
STU16555,Aditya Menon,Male,16,Grade 11,Associate Degree,3.4,75.5,Yes,No,Completed,6.3,50.4,64.0,50.0,48.0,54.1,Yes,High,57.0,54.0,2.57,3.7
STU16556,Swati Pandey,Male,15,Grade 11,Some College,6.7,87.7,Yes,Yes,Completed,7.3,46.5,50.0,32.0,33.0,42.4,No,High,41.0,38.3,5.88,-4.1
STU16557,Ananya Pillai,Female,16,Grade 12,Some College,6.3,82.1,Yes,No,Not Completed,7.6,35.0,25.0,32.0,32.0,33.2,No,High,28.5,29.7,5.17,-1.8
STU16558,Varun Agarwal,Male,15,Grade 10,Some College,4.5,56.6,Yes,Yes,Completed,6.9,38.6,39.0,40.0,40.0,36.5,No,High,39.5,39.7,2.55,-2.1
STU16559,Dev Pandey,Female,16,Grade 12,Bachelor's Degree,9.3,72.7,Yes,Yes,Not Completed,8.2,46.0,39.0,57.0,42.0,48.6,No,High,48.0,46.0,6.76,2.6
STU16560,Aarav Reddy,Male,16,Grade 10,Associate Degree,8.9,62.7,Yes,Yes,Completed,7.0,60.6,53.0,57.0,60.0,50.2,Yes,High,55.0,56.7,5.58,-10.4
STU16561,Suresh Pillai,Male,16,Grade 11,Bachelor's Degree,12.7,70.5,Yes,Yes,Not Completed,5.2,58.0,58.0,57.0,63.0,60.6,Yes,Medium,57.5,59.3,8.95,2.6
STU16562,Abhinav Mishra,Female,18,Grade 11,High School,18.4,84.3,Yes,Yes,Completed,5.5,72.5,80.0,68.0,64.0,69.3,Yes,Medium,74.0,70.7,15.51,-3.2
STU16563,Swati Choudhary,Male,18,Grade 12,Some College,5.0,94.8,Yes,Yes,Completed,8.5,49.1,43.0,49.0,31.0,40.0,No,High,46.0,41.0,4.74,-9.1
STU16564,Sanjay Bose,Male,18,Grade 10,Some College,6.9,69.9,Yes,Yes,Not Completed,8.0,38.1,34.0,52.0,38.0,41.5,No,High,43.0,41.3,4.82,3.4
STU16565,Gaurav Dhawan,Female,16,Grade 12,High School,9.7,90.1,Yes,No,Not Completed,7.8,43.4,45.0,46.0,43.0,51.6,Yes,High,45.5,44.7,8.74,8.2
STU16566,Mohit Sharma,Female,18,Grade 12,Associate Degree,13.9,83.1,Yes,Yes,Not Completed,8.5,54.2,51.0,46.0,50.0,46.4,No,High,48.5,49.0,11.55,-7.8
STU16567,Sanjay Choudhary,Male,18,Grade 11,High School,7.1,59.9,Yes,Yes,Not Completed,4.3,35.0,25.0,39.0,28.0,30.9,No,High,32.0,30.7,4.25,-4.1
STU16568,Neha Verma,Male,15,Grade 12,Associate Degree,14.1,96.9,Yes,No,Not Completed,6.4,53.0,45.0,52.0,47.0,50.2,Yes,High,48.5,48.0,13.66,-2.8
STU16569,Riya Rao,Female,18,Grade 10,Associate Degree,8.7,81.4,Yes,Yes,Not Completed,6.9,54.0,45.0,68.0,47.0,52.5,Yes,High,56.5,53.3,7.08,-1.5
STU16570,Sanjay Das,Male,15,Grade 10,Bachelor's Degree,2.3,56.2,Yes,Yes,Completed,8.0,48.4,34.0,34.0,43.0,30.6,No,High,34.0,37.0,1.29,-17.8
STU16571,Kartik Chatterjee,Male,18,Grade 12,Some College,5.8,72.0,Yes,No,Completed,6.6,43.8,43.0,48.0,44.0,39.0,No,High,45.5,45.0,4.18,-4.8
STU16572,Arjun Joshi,Female,16,Grade 10,Associate Degree,12.7,87.1,Yes,Yes,Not Completed,8.5,53.0,47.0,35.0,60.0,49.8,No,High,41.0,47.3,11.06,-3.2
STU16573,Ishaan Reddy,Male,16,Grade 11,Master's Degree,11.5,56.4,Yes,Yes,Not Completed,8.0,37.9,31.0,30.0,46.0,36.2,No,High,30.5,35.7,6.49,-1.7
STU16574,Ishaan Jain,Female,15,Grade 12,Bachelor's Degree,2.9,83.6,Yes,Yes,Not Completed,7.4,44.2,39.0,47.0,37.0,42.5,No,High,43.0,41.0,2.42,-1.7
STU16575,Shreya Dubey,Female,17,Grade 12,Master's Degree,6.1,88.1,Yes,Yes,Not Completed,4.5,48.9,49.0,45.0,41.0,44.2,No,High,47.0,45.0,5.37,-4.7
STU16576,Pooja Sheikh,Male,18,Grade 11,High School,14.5,82.5,Yes,No,Completed,6.7,50.8,50.0,62.0,46.0,55.2,Yes,Medium,56.0,52.7,11.96,4.4
STU16577,Abhinav Dhawan,Male,17,Grade 12,High School,10.7,89.6,Yes,No,Not Completed,5.5,50.2,37.0,57.0,41.0,53.5,Yes,High,47.0,45.0,9.59,3.3
STU16578,Nisha Kapoor,Male,17,Grade 11,Bachelor's Degree,9.1,97.8,Yes,Yes,Not Completed,6.8,57.3,54.0,62.0,47.0,53.3,Yes,High,58.0,54.3,8.9,-4.0
STU16579,Aryan Reddy,Female,19,Grade 10,Bachelor's Degree,9.3,71.3,Yes,No,Completed,7.2,51.8,40.0,42.0,58.0,46.6,No,High,41.0,46.7,6.63,-5.2
STU16580,Gaurav Dubey,Male,15,Grade 10,Associate Degree,11.6,95.7,Yes,Yes,Completed,6.6,66.1,60.0,62.0,72.0,69.4,Yes,Medium,61.0,64.7,11.1,3.3
STU16581,Siddharth Srivastava,Female,19,Grade 10,Bachelor's Degree,21.5,76.0,Yes,No,Not Completed,6.3,66.0,66.0,68.0,56.0,56.6,Yes,Medium,67.0,63.3,16.34,-9.4
STU16582,Swati Rao,Female,15,Grade 10,Associate Degree,6.1,81.0,Yes,No,Not Completed,6.7,43.4,44.0,29.0,38.0,38.9,No,High,36.5,37.0,4.94,-4.5
STU16583,Neha Dubey,Female,19,Grade 10,High School,7.7,91.0,Yes,No,Not Completed,5.8,44.7,38.0,55.0,42.0,48.1,No,High,46.5,45.0,7.01,3.4
STU16584,Harsh Menon,Male,15,Grade 12,Some College,6.3,47.7,Yes,Yes,Not Completed,6.7,35.0,27.0,40.0,46.0,31.7,No,High,33.5,37.7,3.01,-3.3
STU16585,Simran Ghosh,Female,17,Grade 11,High School,5.7,92.4,No,Yes,Not Completed,7.8,42.2,39.0,48.0,45.0,53.9,Yes,High,43.5,44.0,5.27,11.7
STU16586,Mohit Malhotra,Female,15,Grade 10,Associate Degree,6.7,88.3,Yes,No,Not Completed,7.3,53.2,64.0,38.0,53.0,53.9,Yes,High,51.0,51.7,5.92,0.7
STU16587,Rahul Chatterjee,Female,16,Grade 10,Associate Degree,8.0,69.8,Yes,Yes,Not Completed,8.6,44.9,31.0,49.0,33.0,46.5,No,High,40.0,37.7,5.58,1.6
STU16588,Karan Dhawan,Female,15,Grade 10,Associate Degree,19.3,79.3,No,Yes,Not Completed,8.1,49.7,62.0,59.0,47.0,55.0,Yes,Medium,60.5,56.0,15.3,5.3
STU16589,Riya Srivastava,Female,19,Grade 10,High School,17.4,75.2,Yes,No,Not Completed,6.6,59.2,61.0,52.0,57.0,61.4,Yes,Medium,56.5,56.7,13.08,2.2
STU16590,Siddharth Sharma,Female,15,Grade 12,Master's Degree,3.1,77.6,Yes,No,Completed,6.0,60.1,51.0,54.0,62.0,54.0,Yes,High,52.5,55.7,2.41,-6.1
STU16591,Aman Sheikh,Male,18,Grade 11,Some College,11.1,95.6,Yes,No,Not Completed,5.4,43.7,43.0,34.0,38.0,42.6,No,High,38.5,38.3,10.61,-1.1
STU16592,Rohan Bose,Female,18,Grade 12,Associate Degree,12.6,64.5,Yes,Yes,Completed,6.3,50.8,56.0,53.0,51.0,54.2,Yes,High,54.5,53.3,8.13,3.4
STU16593,Mohit Das,Male,15,Grade 12,High School,16.4,79.3,Yes,Yes,Not Completed,7.7,46.6,36.0,35.0,38.0,40.3,No,High,35.5,36.3,13.01,-6.3
STU16594,Kavya Pillai,Male,16,Grade 12,Master's Degree,3.6,80.0,Yes,No,Not Completed,5.7,48.0,55.0,49.0,45.0,55.7,Yes,Medium,52.0,49.7,2.88,7.7
STU16595,Suresh Khan,Female,18,Grade 11,Associate Degree,23.3,81.3,Yes,Yes,Not Completed,5.1,75.1,66.0,76.0,89.0,74.2,Yes,Medium,71.0,77.0,18.94,-0.9
STU16596,Deepika Das,Female,18,Grade 10,Some College,3.5,89.3,Yes,No,Not Completed,8.1,42.6,47.0,40.0,40.0,44.9,No,High,43.5,42.3,3.13,2.3
STU16597,Arjun Ghosh,Female,15,Grade 11,Associate Degree,7.2,96.9,Yes,No,Not Completed,8.6,53.8,52.0,42.0,56.0,59.2,Yes,Medium,47.0,50.0,6.98,5.4
STU16598,Varun Chatterjee,Male,19,Grade 10,Bachelor's Degree,13.3,84.8,Yes,Yes,Completed,7.3,66.1,65.0,64.0,57.0,64.6,Yes,Medium,64.5,62.0,11.28,-1.5
STU16599,Mohit Mishra,Female,19,Grade 11,Some College,9.7,87.9,Yes,No,Completed,4.0,62.1,64.0,44.0,54.0,51.7,Yes,High,54.0,54.0,8.53,-10.4
STU16600,Akash Choudhary,Female,16,Grade 12,High School,18.7,94.1,Yes,Yes,Completed,7.0,63.4,69.0,62.0,59.0,63.1,Yes,Medium,65.5,63.3,17.6,-0.3
STU16601,Ishaan Jain,Male,17,Grade 11,Some College,8.9,78.9,Yes,Yes,Not Completed,8.2,42.0,37.0,51.0,45.0,43.6,No,High,44.0,44.3,7.02,1.6
STU16602,Rahul Roy,Male,18,Grade 11,Some College,14.0,88.4,Yes,No,Not Completed,7.8,53.7,51.0,58.0,50.0,53.3,Yes,High,54.5,53.0,12.38,-0.4
STU16603,Arjun Dutta,Female,18,Grade 10,High School,13.6,72.3,Yes,No,Not Completed,5.2,54.3,54.0,49.0,38.0,48.3,No,High,51.5,47.0,9.83,-6.0
STU16604,Karan Choudhary,Female,18,Grade 11,Bachelor's Degree,7.9,89.5,Yes,Yes,Not Completed,7.6,48.5,47.0,53.0,48.0,46.6,No,High,50.0,49.3,7.07,-1.9
STU16605,Akash Gupta,Male,15,Grade 10,Master's Degree,2.0,66.4,Yes,Yes,Completed,8.1,42.9,52.0,36.0,42.0,41.4,No,High,44.0,43.3,1.33,-1.5
STU16606,Pooja Malhotra,Male,15,Grade 12,Associate Degree,6.3,74.8,Yes,Yes,Completed,7.3,47.9,51.0,42.0,36.0,47.7,No,High,46.5,43.0,4.71,-0.2
STU16607,Suresh Srivastava,Female,15,Grade 12,Bachelor's Degree,2.7,84.6,Yes,Yes,Not Completed,7.1,53.2,40.0,49.0,42.0,42.7,No,High,44.5,43.7,2.28,-10.5
STU16608,Vikram Khan,Female,16,Grade 11,Associate Degree,5.1,67.8,Yes,No,Not Completed,8.1,40.4,40.0,48.0,38.0,47.4,No,High,44.0,42.0,3.46,7.0
STU16609,Varun Verma,Male,18,Grade 10,High School,3.3,90.5,Yes,Yes,Not Completed,4.9,36.1,25.0,31.0,28.0,31.2,No,High,28.0,28.0,2.99,-4.9
STU16610,Lavanya Dhawan,Female,15,Grade 11,Master's Degree,4.1,69.5,Yes,No,Not Completed,6.6,44.8,38.0,49.0,50.0,46.3,No,High,43.5,45.7,2.85,1.5
STU16611,Kavya Reddy,Female,18,Grade 12,Bachelor's Degree,14.3,83.0,Yes,No,Completed,8.3,66.2,63.0,75.0,55.0,68.2,Yes,Medium,69.0,64.3,11.87,2.0
STU16612,Kabir Rao,Female,18,Grade 10,Master's Degree,7.5,65.4,Yes,Yes,Completed,6.9,46.6,39.0,28.0,45.0,36.3,No,High,33.5,37.3,4.9,-10.3
STU16613,Kabir Kapoor,Female,18,Grade 12,Bachelor's Degree,7.0,52.7,Yes,Yes,Not Completed,5.8,38.7,38.0,52.0,28.0,43.2,No,High,45.0,39.3,3.69,4.5
STU16614,Anjali Patel,Male,17,Grade 11,Bachelor's Degree,4.4,86.7,No,Yes,Completed,7.0,48.0,51.0,46.0,40.0,47.0,No,High,48.5,45.7,3.81,-1.0
STU16615,Kartik Sharma,Female,19,Grade 10,Bachelor's Degree,12.2,70.0,Yes,Yes,Completed,6.6,51.8,51.0,49.0,50.0,52.4,Yes,High,50.0,50.0,8.54,0.6
STU16616,Aditya Khan,Female,19,Grade 11,High School,6.6,88.9,Yes,Yes,Completed,6.4,59.9,49.0,62.0,51.0,57.5,Yes,Medium,55.5,54.0,5.87,-2.4
STU16617,Aditya Roy,Female,15,Grade 11,Bachelor's Degree,2.0,89.8,Yes,No,Not Completed,6.8,35.0,25.0,37.0,28.0,32.0,No,High,31.0,30.0,1.8,-3.0
STU16618,Aisha Srivastava,Female,17,Grade 10,High School,4.9,88.5,Yes,Yes,Not Completed,7.4,38.5,41.0,41.0,36.0,42.8,No,High,41.0,39.3,4.34,4.3
STU16619,Aman Mishra,Male,17,Grade 11,Master's Degree,8.3,64.1,Yes,Yes,Completed,7.2,57.6,61.0,51.0,78.0,65.6,Yes,Medium,56.0,63.3,5.32,8.0
STU16620,Akash Agarwal,Male,15,Grade 10,Some College,14.9,72.4,Yes,Yes,Not Completed,7.7,42.0,41.0,25.0,54.0,43.8,No,High,33.0,40.0,10.79,1.8
STU16621,Ishaan Joshi,Male,15,Grade 10,Bachelor's Degree,5.7,61.5,Yes,Yes,Not Completed,6.3,35.0,43.0,31.0,31.0,34.4,No,High,37.0,35.0,3.51,-0.6
STU16622,Diya Dubey,Female,16,Grade 10,Some College,5.9,82.0,Yes,No,Completed,6.6,50.9,58.0,39.0,56.0,53.2,Yes,High,48.5,51.0,4.84,2.3
STU16623,Akash Rao,Male,19,Grade 12,Some College,7.7,80.9,Yes,No,Not Completed,5.8,56.0,60.0,46.0,50.0,52.2,Yes,High,53.0,52.0,6.23,-3.8
STU16624,Kritika Das,Female,16,Grade 11,Some College,7.0,89.8,Yes,Yes,Completed,6.1,59.1,44.0,65.0,62.0,57.6,Yes,Medium,54.5,57.0,6.29,-1.5
STU16625,Suresh Pillai,Female,18,Grade 11,High School,12.1,77.6,No,Yes,Not Completed,6.9,42.4,28.0,34.0,33.0,33.8,No,High,31.0,31.7,9.39,-8.6
STU16626,Sneha Ghosh,Female,16,Grade 10,High School,6.5,92.9,Yes,No,Not Completed,7.3,40.4,34.0,34.0,47.0,39.0,No,High,34.0,38.3,6.04,-1.4
STU16627,Nikhil Bhatt,Male,15,Grade 12,Associate Degree,8.4,57.0,Yes,Yes,Completed,6.6,51.2,50.0,45.0,45.0,57.6,Yes,Medium,47.5,46.7,4.79,6.4
STU16628,Pooja Reddy,Female,17,Grade 12,Master's Degree,10.1,83.2,Yes,Yes,Completed,4.5,68.6,67.0,60.0,67.0,72.7,Yes,Medium,63.5,64.7,8.4,4.1
STU16629,Siddharth Sharma,Male,15,Grade 11,High School,2.4,72.8,Yes,Yes,Completed,5.5,41.2,38.0,33.0,41.0,37.7,No,High,35.5,37.3,1.75,-3.5
STU16630,Rahul Dubey,Female,19,Grade 12,Associate Degree,9.1,98.0,Yes,Yes,Not Completed,6.6,47.9,50.0,57.0,48.0,57.6,Yes,Medium,53.5,51.7,8.92,9.7
STU16631,Karan Agarwal,Female,18,Grade 11,Master's Degree,6.1,72.8,Yes,Yes,Not Completed,6.8,47.6,44.0,43.0,56.0,51.8,Yes,High,43.5,47.7,4.44,4.2
STU16632,Neha Tiwari,Female,19,Grade 11,Associate Degree,4.9,73.4,Yes,Yes,Not Completed,7.3,35.0,27.0,51.0,39.0,38.0,No,High,39.0,39.0,3.6,3.0
STU16633,Zara Pillai,Male,18,Grade 10,High School,5.7,69.6,Yes,Yes,Not Completed,8.1,35.0,31.0,38.0,41.0,41.0,No,High,34.5,36.7,3.97,6.0
STU16634,Aarav Jain,Male,16,Grade 11,Some College,6.2,74.6,Yes,Yes,Not Completed,5.9,36.1,25.0,25.0,41.0,39.4,No,High,25.0,30.3,4.63,3.3
STU16635,Karan Dutta,Male,16,Grade 10,Some College,10.9,88.9,Yes,No,Completed,8.9,66.7,58.0,68.0,72.0,65.1,Yes,Medium,63.0,66.0,9.69,-1.6
STU16636,Abhinav Das,Female,15,Grade 10,High School,2.0,72.6,Yes,Yes,Not Completed,8.0,35.0,48.0,25.0,33.0,38.1,No,High,36.5,35.3,1.45,3.1
STU16637,Dev Kapoor,Male,19,Grade 11,Bachelor's Degree,7.7,77.2,Yes,Yes,Not Completed,8.1,54.2,53.0,50.0,55.0,56.8,Yes,Medium,51.5,52.7,5.94,2.6
STU16638,Anjali Srivastava,Male,18,Grade 11,Some College,2.0,53.9,Yes,No,Not Completed,7.5,35.0,32.0,40.0,28.0,34.9,No,High,36.0,33.3,1.08,-0.1
STU16639,Tanvi Krishnan,Female,17,Grade 12,High School,2.0,90.2,Yes,Yes,Not Completed,5.4,43.9,42.0,47.0,52.0,51.2,Yes,High,44.5,47.0,1.8,7.3
STU16640,Simran Dubey,Female,19,Grade 11,Associate Degree,5.1,88.9,Yes,Yes,Completed,6.8,49.2,41.0,41.0,42.0,41.8,No,High,41.0,41.3,4.53,-7.4
STU16641,Gaurav Srivastava,Female,15,Grade 12,Associate Degree,14.4,79.8,Yes,No,Completed,7.8,63.1,66.0,64.0,48.0,57.2,Yes,Medium,65.0,59.3,11.49,-5.9
STU16642,Sneha Pandey,Male,15,Grade 11,High School,4.8,71.5,Yes,No,Not Completed,5.6,35.6,25.0,34.0,34.0,33.6,No,High,29.5,31.0,3.43,-2.0
STU16643,Aryan Mehta,Male,15,Grade 11,Some College,4.7,96.5,No,No,Not Completed,7.1,47.7,34.0,45.0,46.0,50.5,Yes,High,39.5,41.7,4.54,2.8
STU16644,Suresh Dutta,Male,19,Grade 12,Some College,27.5,79.9,Yes,No,Not Completed,6.7,72.0,68.0,70.0,71.0,57.6,Yes,Medium,69.0,69.7,21.97,-14.4
STU16645,Pooja Das,Male,15,Grade 10,Some College,2.0,90.2,No,No,Not Completed,5.8,35.0,37.0,35.0,39.0,45.5,No,High,36.0,37.0,1.8,10.5
STU16646,Arjun Singh,Male,19,Grade 11,Associate Degree,13.9,74.1,Yes,No,Not Completed,7.4,50.7,40.0,44.0,59.0,48.2,No,High,42.0,47.7,10.3,-2.5
STU16647,Zara Mishra,Male,17,Grade 11,Some College,8.0,82.7,Yes,No,Not Completed,6.5,39.6,43.0,33.0,39.0,44.8,No,High,38.0,38.3,6.62,5.2
STU16648,Swati Pandey,Male,17,Grade 11,High School,7.1,85.2,Yes,No,Not Completed,6.2,45.3,36.0,40.0,44.0,40.7,No,High,38.0,40.0,6.05,-4.6
STU16649,Diya Chopra,Male,16,Grade 10,Associate Degree,6.2,82.4,Yes,Yes,Completed,7.4,46.5,56.0,35.0,44.0,39.8,No,High,45.5,45.0,5.11,-6.7
STU16650,Siddharth Bose,Female,17,Grade 12,Master's Degree,16.6,75.9,Yes,Yes,Completed,7.4,76.0,70.0,68.0,73.0,77.5,Yes,Low,69.0,70.3,12.6,1.5
STU16651,Tanvi Dhawan,Female,16,Grade 12,High School,3.7,75.2,Yes,Yes,Not Completed,6.6,35.0,28.0,34.0,32.0,37.9,No,High,31.0,31.3,2.78,2.9
STU16652,Aarav Sen,Male,18,Grade 12,High School,4.5,82.9,Yes,Yes,Not Completed,6.3,35.0,41.0,33.0,28.0,38.2,No,High,37.0,34.0,3.73,3.2
STU16653,Nikhil Bhatt,Female,18,Grade 11,Some College,5.0,65.0,Yes,Yes,Not Completed,8.3,35.0,30.0,26.0,39.0,35.1,No,High,28.0,31.7,3.25,0.1
STU16654,Sanjay Dutta,Female,18,Grade 10,Bachelor's Degree,4.6,57.9,Yes,No,Not Completed,6.8,35.0,45.0,28.0,35.0,34.1,No,High,36.5,36.0,2.66,-0.9
STU16655,Nisha Chatterjee,Female,18,Grade 12,Some College,10.5,81.4,Yes,No,Not Completed,4.3,49.6,67.0,51.0,57.0,64.3,Yes,Medium,59.0,58.3,8.55,14.7
STU16656,Aman Gupta,Male,18,Grade 11,Associate Degree,7.5,91.1,Yes,Yes,Not Completed,7.0,46.2,62.0,51.0,47.0,62.0,Yes,Medium,56.5,53.3,6.83,15.8
STU16657,Harsh Sen,Male,18,Grade 10,Some College,10.9,84.5,Yes,No,Not Completed,4.0,56.4,42.0,62.0,46.0,58.4,Yes,Medium,52.0,50.0,9.21,2.0
STU16658,Deepika Agarwal,Male,16,Grade 11,Associate Degree,4.3,74.6,No,No,Not Completed,5.8,35.0,33.0,40.0,28.0,31.3,No,High,36.5,33.7,3.21,-3.7
STU16659,Dev Ghosh,Male,19,Grade 10,Bachelor's Degree,10.5,96.7,No,Yes,Completed,8.1,58.8,57.0,69.0,44.0,55.9,Yes,Medium,63.0,56.7,10.15,-2.9
STU16660,Anjali Srivastava,Female,15,Grade 10,High School,4.0,83.3,Yes,Yes,Not Completed,6.7,35.0,27.0,25.0,37.0,33.9,No,High,26.0,29.7,3.33,-1.1
STU16661,Harsh Iyer,Male,15,Grade 10,Some College,6.2,60.4,Yes,No,Completed,6.6,39.9,46.0,47.0,38.0,45.1,No,High,46.5,43.7,3.74,5.2
STU16662,Neha Sen,Male,16,Grade 10,Bachelor's Degree,21.2,60.4,Yes,Yes,Not Completed,8.6,56.0,47.0,68.0,54.0,56.6,Yes,Medium,57.5,56.3,12.8,0.6
STU16663,Mohit Gupta,Male,19,Grade 12,Bachelor's Degree,7.9,91.5,Yes,Yes,Completed,6.8,61.5,49.0,63.0,57.0,51.9,Yes,High,56.0,56.3,7.23,-9.6
STU16664,Ishaan Saxena,Female,16,Grade 10,Some College,4.4,95.2,Yes,Yes,Not Completed,7.1,43.5,44.0,50.0,48.0,54.5,Yes,High,47.0,47.3,4.19,11.0
STU16665,Aditya Iyer,Female,16,Grade 10,Some College,9.0,81.8,Yes,No,Not Completed,6.5,42.2,33.0,42.0,31.0,40.7,No,High,37.5,35.3,7.36,-1.5
STU16666,Ritu Dutta,Female,17,Grade 11,Associate Degree,19.8,76.8,Yes,Yes,Completed,5.9,67.6,71.0,64.0,66.0,62.0,Yes,Medium,67.5,67.0,15.21,-5.6
STU16667,Siddharth Patel,Male,15,Grade 11,Bachelor's Degree,6.2,98.6,Yes,Yes,Completed,8.5,57.9,53.0,54.0,56.0,61.7,Yes,Medium,53.5,54.3,6.11,3.8
STU16668,Akash Tiwari,Female,15,Grade 11,Master's Degree,15.2,84.9,Yes,Yes,Not Completed,5.3,65.6,59.0,61.0,68.0,61.8,Yes,Medium,60.0,62.7,12.9,-3.8
STU16669,Ritu Pandey,Female,16,Grade 11,Master's Degree,7.2,54.2,No,Yes,Not Completed,5.6,36.9,31.0,33.0,33.0,36.3,No,High,32.0,32.3,3.9,-0.6
STU16670,Harsh Dubey,Male,17,Grade 10,Bachelor's Degree,9.5,58.3,Yes,No,Completed,6.0,56.6,40.0,61.0,46.0,49.1,No,High,50.5,49.0,5.54,-7.5
STU16671,Suresh Mishra,Female,16,Grade 12,Associate Degree,8.8,96.2,Yes,No,Completed,6.4,69.9,56.0,71.0,70.0,62.2,Yes,Medium,63.5,65.7,8.47,-7.7
